name	seqnames	start	end	width
CpG:_45	chr11	1024747	1025359	613
CpG:_24	chr11	1029084	1029390	307
CpG:_22	chr11	1033085	1033356	272
CpG:_26	chr11	1034835	1035146	312
CpG:_35	chr11	1036421	1036827	407
CpG:_32	chr11	1056332	1056741	410
CpG:_18	chr11	1083135	1083358	224
CpG:_65	chr11	1094947	1095920	974
CpG:_20	chr11	1096273	1096519	247
CpG:_18	chr11	1107803	1108041	239
CpG:_34	chr11	1155477	1155861	385
CpG:_60	chr11	1215376	1215986	611
CpG:_21	chr11	1216225	1216467	243
CpG:_25	chr11	1221572	1221863	292
CpG:_21	chr11	1228752	1229024	273
CpG:_26	chr11	1247831	1248140	310
CpG:_19	chr11	1252147	1252378	232
CpG:_48	chr11	1253904	1254494	591
CpG:_16	chr11	1257585	1257806	222
CpG:_37	chr11	1262084	1262598	515
CpG:_19	chr11	1273595	1273861	267
CpG:_16	chr11	1274070	1274270	201
CpG:_70	chr11	1293163	1294071	909
CpG:_35	chr11	1298010	1298476	467
CpG:_19	chr11	1299276	1299478	203
CpG:_17	chr11	1302773	1302982	210
CpG:_22	chr11	1311352	1311619	268
CpG:_34	chr11	1312847	1313129	283
CpG:_113	chr11	1315468	1317115	1648
CpG:_130	chr11	1330391	1331498	1108
CpG:_142	chr11	1357627	1359081	1455
CpG:_26	chr11	1360038	1360406	369
CpG:_49	chr11	1404215	1404711	497
CpG:_170	chr11	1410120	1412346	2227
CpG:_80	chr11	1430940	1431834	895
CpG:_50	chr11	1464296	1464899	604
CpG:_72	chr11	1466305	1467210	906
CpG:_30	chr11	1470034	1470388	355
CpG:_24	chr11	1471340	1471595	256
CpG:_20	chr11	1481391	1481615	225
CpG:_65	chr11	1481779	1482644	866
CpG:_18	chr11	1483715	1483954	240
CpG:_25	chr11	1491198	1491525	328
CpG:_17	chr11	1492520	1492755	236
CpG:_17	chr11	1536730	1536953	224
CpG:_106	chr11	1567941	1568907	967
CpG:_116	chr11	1577706	1579091	1386
CpG:_32	chr11	1592499	1592810	312
CpG:_98	chr11	1593551	1594378	828
CpG:_46	chr11	1595810	1596143	334
CpG:_29	chr11	1673835	1674224	390
CpG:_21	chr11	1715348	1715607	260
CpG:_18	chr11	1715762	1716002	241
CpG:_151	chr11	1768980	1770712	1733
CpG:_35	chr11	1774589	1775040	452
CpG:_85	chr11	1784806	1785553	748
CpG:_18	chr11	1847157	1847381	225
CpG:_45	chr11	1892038	1892556	519
CpG:_19	chr11	1903079	1903334	256
CpG:_34	chr11	1947532	1947958	427
CpG:_20	chr11	1948916	1949188	273
CpG:_24	chr11	1950354	1950658	305
CpG:_24	chr11	1958935	1959247	313
CpG:_48	chr11	1968559	1969003	445
CpG:_22	chr11	1974040	1974333	294
CpG:_27	chr11	1977524	1977765	242
CpG:_21	chr11	1978153	1978427	275
CpG:_16	chr11	1983125	1983351	227
CpG:_27	chr11	1986016	1986362	347
CpG:_23	chr11	1990900	1991211	312
CpG:_23	chr11	2013334	2013617	284
CpG:_65	chr11	2017460	2018253	794
CpG:_27	chr11	2019566	2019863	298
CpG:_37	chr11	2026734	2027016	283
CpG:_23	chr11	2033708	2033991	284
CpG:_28	chr11	2154034	2154387	354
CpG:_302	chr11	2158952	2162484	3533
CpG:_66	chr11	2165136	2165672	537
CpG:_22	chr11	2176840	2177043	204
CpG:_77	chr11	2187489	2188245	757
CpG:_312	chr11	2290105	2292932	2828
CpG:_116	chr11	2398224	2399598	1375
CpG:_25	chr11	2406712	2406927	216
CpG:_27	chr11	2417651	2417993	343
CpG:_125	chr11	2421041	2422474	1434
CpG:_106	chr11	2435296	2436651	1356
CpG:_28	chr11	2442071	2442402	332
CpG:_37	chr11	2465172	2465648	477
CpG:_60	chr11	2466248	2466818	571
CpG:_17	chr11	2554104	2554331	228
CpG:_16	chr11	2555406	2555618	213
CpG:_20	chr11	2593958	2594201	244
CpG:_21	chr11	2596379	2596607	229
CpG:_20	chr11	2603221	2603469	249
CpG:_165	chr11	2720411	2722087	1677
CpG:_87	chr11	2812416	2813396	981
CpG:_30	chr11	2817988	2818381	394
CpG:_34	chr11	2828446	2828884	439
CpG:_47	chr11	2871365	2871940	576
CpG:_66	chr11	2883690	2884461	772
CpG:_113	chr11	2890389	2891337	949
CpG:_191	chr11	2905024	2907024	2001
CpG:_29	chr11	2907309	2907675	367
CpG:_47	chr11	2923302	2923817	516
CpG:_82	chr11	2930290	2931093	804
CpG:_26	chr11	2942795	2943066	272
CpG:_200	chr11	2949789	2951756	1968
CpG:_23	chr11	2965786	2966102	317
CpG:_124	chr11	3012800	3014181	1382
CpG:_77	chr11	3078143	3078984	842
CpG:_20	chr11	3114761	3115028	268
CpG:_16	chr11	3141643	3141877	235
CpG:_43	chr11	3181575	3182120	546
CpG:_79	chr11	3186132	3186768	637
CpG:_44	chr11	3224525	3225077	553
CpG:_66	chr11	3239218	3239988	771
CpG:_25	chr11	3253769	3254066	298
CpG:_17	chr11	3254240	3254476	237
CpG:_22	chr11	3400156	3400419	264
CpG:_18	chr11	3435034	3435239	206
CpG:_144	chr11	3443246	3444896	1651
CpG:_87	chr11	3601852	3602616	765
CpG:_20	chr11	3612651	3612885	235
CpG:_64	chr11	3663053	3663802	750
CpG:_83	chr11	3688376	3689007	632
CpG:_88	chr11	3818448	3819307	860
CpG:_26	chr11	3829697	3830004	308
CpG:_87	chr11	3861856	3862996	1141
CpG:_98	chr11	3876288	3877431	1144
CpG:_68	chr11	4115690	4116489	800
CpG:_71	chr11	4208449	4209153	705
CpG:_34	chr11	4629099	4629530	432
CpG:_41	chr11	6255769	6256179	411
CpG:_32	chr11	6261341	6261735	395
CpG:_26	chr11	6281077	6281307	231
CpG:_23	chr11	6291339	6291558	220
CpG:_37	chr11	6292257	6292693	437
CpG:_108	chr11	6340446	6341909	1464
CpG:_53	chr11	6411347	6411913	567
CpG:_83	chr11	6439864	6440732	869
CpG:_54	chr11	6477604	6478178	575
CpG:_51	chr11	6494726	6495453	728
CpG:_53	chr11	6502424	6502927	504
CpG:_74	chr11	6591961	6592795	835
CpG:_49	chr11	6624553	6625073	521
CpG:_88	chr11	6632880	6633787	908
CpG:_146	chr11	6650906	6652079	1174
CpG:_74	chr11	6676497	6677096	600
CpG:_62	chr11	6704297	6704943	647
CpG:_58	chr11	6947521	6948212	692
CpG:_66	chr11	7041073	7041949	877
CpG:_149	chr11	7110133	7111376	1244
CpG:_139	chr11	7272758	7274235	1478
CpG:_97	chr11	7534555	7535727	1173
CpG:_98	chr11	7694712	7695685	974
CpG:_17	chr11	8009048	8009251	204
CpG:_125	chr11	8040410	8041558	1149
CpG:_19	chr11	8053246	8053490	245
CpG:_62	chr11	8102359	8102913	555
CpG:_48	chr11	8190227	8190671	445
CpG:_99	chr11	8284103	8285032	930
CpG:_100	chr11	8289533	8290322	790
CpG:_47	chr11	8615398	8615889	492
CpG:_67	chr11	8703784	8704616	833
CpG:_44	chr11	8710368	8710811	444
CpG:_20	chr11	8752303	8752549	247
CpG:_84	chr11	8892073	8892794	722
CpG:_64	chr11	8932574	8933294	721
CpG:_86	chr11	8985453	8986507	1055
CpG:_135	chr11	9025096	9026315	1220
CpG:_105	chr11	9112462	9113459	998
CpG:_85	chr11	9286274	9287091	818
CpG:_75	chr11	9335731	9336477	747
CpG:_54	chr11	9385838	9386241	404
CpG:_63	chr11	9406109	9406702	594
CpG:_93	chr11	9482110	9483152	1043
CpG:_196	chr11	9594347	9596536	2190
CpG:_78	chr11	9634970	9636065	1096
CpG:_49	chr11	9685521	9686050	530
CpG:_81	chr11	9779593	9780470	878
CpG:_68	chr11	10315280	10315933	654
CpG:_23	chr11	10316233	10316469	237
CpG:_38	chr11	10324354	10324828	475
CpG:_43	chr11	10326049	10326590	542
CpG:_191	chr11	10327014	10329831	2818
CpG:_86	chr11	10472001	10472857	857
CpG:_70	chr11	10562226	10562942	717
CpG:_63	chr11	10772494	10773089	596
CpG:_147	chr11	10829362	10831121	1760
CpG:_103	chr11	10879103	10880453	1351
CpG:_86	chr11	10952351	10953072	722
CpG:_149	chr11	11642122	11643819	1698
CpG:_69	chr11	11863273	11864018	746
CpG:_103	chr11	12029738	12030841	1104
CpG:_119	chr11	12131814	12133016	1203
CpG:_81	chr11	12398966	12399863	898
CpG:_145	chr11	12695415	12696981	1567
CpG:_209	chr11	13030331	13032584	2254
CpG:_184	chr11	13298797	13300735	1939
CpG:_82	chr11	13484274	13485290	1017
CpG:_118	chr11	13689589	13690724	1136
CpG:_202	chr11	13984067	13986349	2283
CpG:_33	chr11	14280742	14281164	423
CpG:_105	chr11	14379809	14380737	929
CpG:_52	chr11	14402601	14403086	486
CpG:_52	chr11	14541601	14542225	625
CpG:_142	chr11	14665054	14666674	1621
CpG:_77	chr11	14912901	14913771	871
CpG:_97	chr11	14926472	14927770	1299
CpG:_17	chr11	14993453	14993661	209
CpG:_64	chr11	14995129	14995908	780
CpG:_69	chr11	15094958	15095872	915
CpG:_40	chr11	15136059	15136545	487
CpG:_25	chr11	15671690	15671914	225
CpG:_20	chr11	15959856	15960077	222
CpG:_32	chr11	15962883	15963223	341
CpG:_213	chr11	16626054	16629180	3127
CpG:_21	chr11	16632509	16632725	217
CpG:_75	chr11	16634958	16635969	1012
CpG:_36	chr11	16759946	16760386	441
CpG:_93	chr11	16946393	16947398	1006
CpG:_152	chr11	17034844	17036404	1561
CpG:_56	chr11	17098840	17099506	667
CpG:_61	chr11	17229115	17229833	719
CpG:_19	chr11	17249823	17250033	211
CpG:_85	chr11	17297780	17298694	915
CpG:_67	chr11	17373020	17373665	646
CpG:_48	chr11	17374929	17375422	494
CpG:_17	chr11	17409453	17409692	240
CpG:_62	chr11	17410437	17411287	851
CpG:_98	chr11	17497464	17498626	1163
CpG:_30	chr11	17565767	17566052	286
CpG:_35	chr11	17717506	17717767	262
CpG:_233	chr11	17740790	17743779	2990
CpG:_226	chr11	17756057	17758286	2230
CpG:_51	chr11	17793277	17793959	683
CpG:_24	chr11	17801027	17801277	251
CpG:_37	chr11	17905444	17905973	530
CpG:_108	chr11	18034130	18035268	1139
CpG:_28	chr11	18067717	18067928	212
CpG:_45	chr11	18127297	18127711	415
CpG:_23	chr11	18210885	18211205	321
CpG:_29	chr11	18230620	18230906	287
CpG:_60	chr11	18343626	18344238	613
CpG:_73	chr11	18415923	18416680	758
CpG:_31	chr11	18417668	18417925	258
CpG:_39	chr11	18477299	18477756	458
CpG:_52	chr11	18548061	18548629	569
CpG:_38	chr11	18610011	18610463	453
CpG:_57	chr11	18655812	18656482	671
CpG:_75	chr11	18720272	18720821	550
CpG:_41	chr11	18727321	18727727	407
CpG:_60	chr11	18742691	18743513	823
CpG:_115	chr11	18812573	18814079	1507
CpG:_59	chr11	19138498	19139216	719
CpG:_18	chr11	19261913	19262156	244
CpG:_168	chr11	19262474	19264397	1924
CpG:_116	chr11	19366654	19368234	1581
CpG:_111	chr11	19733937	19735320	1384
CpG:_44	chr11	19798538	19798949	412
CpG:_98	chr11	20177609	20178824	1216
CpG:_87	chr11	20181201	20182325	1125
CpG:_70	chr11	20184571	20185497	927
CpG:_55	chr11	20385162	20385673	512
CpG:_112	chr11	20408756	20409781	1026
CpG:_123	chr11	20618198	20619920	1723
CpG:_68	chr11	20622721	20623399	679
CpG:_114	chr11	20690580	20691845	1266
CpG:_89	chr11	22214173	22215320	1148
CpG:_38	chr11	22362863	22363377	515
CpG:_20	chr11	22454301	22454518	218
CpG:_61	chr11	22646707	22647441	735
CpG:_31	chr11	22688286	22688617	332
CpG:_58	chr11	22850766	22851367	602
CpG:_27	chr11	23426953	23427349	397
CpG:_34	chr11	23751954	23752361	408
CpG:_57	chr11	24518225	24518738	514
CpG:_29	chr11	26353538	26353812	275
CpG:_49	chr11	27384360	27384870	511
CpG:_78	chr11	27493641	27494357	717
CpG:_51	chr11	27527864	27528517	654
CpG:_95	chr11	27721662	27722639	978
CpG:_58	chr11	27740645	27741236	592
CpG:_14	chr11	27742060	27742273	214
CpG:_81	chr11	27743473	27744564	1092
CpG:_25	chr11	28131864	28132221	358
CpG:_25	chr11	30037673	30037944	272
CpG:_32	chr11	30038523	30038823	301
CpG:_16	chr11	30038935	30039148	214
CpG:_17	chr11	30040073	30040294	222
CpG:_37	chr11	30344537	30344946	410
CpG:_17	chr11	30605559	30605800	242
CpG:_162	chr11	30606005	30608128	2124
CpG:_37	chr11	31391088	31391498	411
CpG:_33	chr11	31531132	31531501	370
CpG:_98	chr11	31820061	31821416	1356
CpG:_81	chr11	31825744	31826967	1224
CpG:_28	chr11	31827697	31827921	225
CpG:_464	chr11	31831621	31839038	7418
CpG:_35	chr11	31839364	31839813	450
CpG:_54	chr11	31841316	31842003	688
CpG:_58	chr11	31847133	31847958	826
CpG:_31	chr11	31848488	31848776	289
CpG:_32	chr11	32008803	32009044	242
CpG:_105	chr11	32112395	32113277	883
CpG:_63	chr11	32354761	32355484	724
CpG:_102	chr11	32448262	32449744	1483
CpG:_53	chr11	32452145	32452708	564
CpG:_188	chr11	32454875	32457311	2437
CpG:_33	chr11	32459423	32459878	456
CpG:_41	chr11	32460587	32461004	418
CpG:_64	chr11	32605184	32605729	546
CpG:_91	chr11	32851161	32851951	791
CpG:_146	chr11	32913990	32915514	1525
CpG:_71	chr11	33037207	33037917	711
CpG:_123	chr11	33060700	33061846	1147
CpG:_24	chr11	33182988	33183264	277
CpG:_154	chr11	33278658	33280175	1518
CpG:_115	chr11	33397608	33398494	887
CpG:_16	chr11	33680220	33680428	209
CpG:_19	chr11	33721714	33721978	265
CpG:_56	chr11	33722143	33722599	457
CpG:_62	chr11	33757477	33758122	646
CpG:_74	chr11	33795393	33796319	927
CpG:_49	chr11	33850452	33850970	519
CpG:_119	chr11	33890358	33891495	1138
CpG:_159	chr11	34072987	34074703	1717
CpG:_60	chr11	34126829	34127573	745
CpG:_23	chr11	34195990	34196256	267
CpG:_173	chr11	34378230	34379993	1764
CpG:_22	chr11	34380489	34380710	222
CpG:_58	chr11	34460166	34460857	692
CpG:_92	chr11	34937329	34938380	1052
CpG:_53	chr11	35160376	35161000	625
CpG:_155	chr11	35440376	35441882	1507
CpG:_19	chr11	35547140	35547396	257
CpG:_205	chr11	35639630	35641485	1856
CpG:_51	chr11	35684422	35684846	425
CpG:_73	chr11	35965643	35966454	812
CpG:_124	chr11	36397927	36399398	1472
CpG:_71	chr11	36531168	36531915	748
CpG:_49	chr11	43333440	43333887	448
CpG:_71	chr11	43380242	43381040	799
CpG:_20	chr11	43543836	43544086	251
CpG:_80	chr11	43568922	43569854	933
CpG:_28	chr11	43596991	43597336	346
CpG:_67	chr11	43600713	43601409	697
CpG:_61	chr11	43602546	43603215	670
CpG:_59	chr11	43702017	43702597	581
CpG:_27	chr11	43902255	43902528	274
CpG:_204	chr11	43963627	43966048	2422
CpG:_63	chr11	44087519	44088165	647
CpG:_85	chr11	44117118	44117994	877
CpG:_19	chr11	44324876	44325087	212
CpG:_71	chr11	44325658	44326517	860
CpG:_55	chr11	44327241	44327932	692
CpG:_111	chr11	44330543	44331761	1219
CpG:_36	chr11	44332315	44332757	443
CpG:_96	chr11	44337698	44338783	1086
CpG:_41	chr11	44341266	44341757	492
CpG:_33	chr11	44541538	44541956	419
CpG:_73	chr11	44586603	44587404	802
CpG:_147	chr11	44748206	44749761	1556
CpG:_170	chr11	44971049	44972685	1637
CpG:_35	chr11	44978616	44979030	415
CpG:_64	chr11	45168619	45169101	483
CpG:_84	chr11	45201784	45202728	945
CpG:_15	chr11	45234223	45234428	206
CpG:_52	chr11	45307442	45307975	534
CpG:_25	chr11	45376932	45377243	312
CpG:_115	chr11	45671198	45672412	1215
CpG:_151	chr11	45686161	45687495	1335
CpG:_119	chr11	45825616	45826872	1257
CpG:_61	chr11	45868743	45869413	671
CpG:_79	chr11	45907007	45907809	803
CpG:_72	chr11	45921388	45922167	780
CpG:_52	chr11	45923981	45924727	747
CpG:_61	chr11	45939297	45940141	845
CpG:_130	chr11	45943514	45944852	1339
CpG:_15	chr11	46164652	46164852	201
CpG:_94	chr11	46259265	46260048	784
CpG:_33	chr11	46260618	46260945	328
CpG:_32	chr11	46264974	46265335	362
CpG:_51	chr11	46299545	46300216	672
CpG:_56	chr11	46316876	46317485	610
CpG:_118	chr11	46354092	46355190	1099
CpG:_17	chr11	46366877	46367101	225
CpG:_105	chr11	46368651	46369660	1010
CpG:_48	chr11	46387906	46388535	630
CpG:_21	chr11	46389075	46389378	304
CpG:_21	chr11	46396984	46397186	203
CpG:_129	chr11	46402625	46404139	1515
CpG:_41	chr11	46406905	46407441	537
CpG:_310	chr11	46410922	46414687	3766
CpG:_45	chr11	46615198	46615664	467
CpG:_70	chr11	46638638	46639486	849
CpG:_34	chr11	46721980	46722428	449
CpG:_25	chr11	46726746	46727037	292
CpG:_93	chr11	46867195	46868077	883
CpG:_78	chr11	46939359	46940118	760
CpG:_26	chr11	46958171	46958529	359
CpG:_93	chr11	47198028	47198885	858
CpG:_156	chr11	47207189	47209176	1988
CpG:_36	chr11	47236405	47236933	529
CpG:_37	chr11	47270235	47270633	399
CpG:_66	chr11	47291201	47291858	658
CpG:_19	chr11	47359954	47360216	263
CpG:_53	chr11	47376652	47377236	585
CpG:_16	chr11	47399789	47400006	218
CpG:_19	chr11	47416358	47416598	241
CpG:_75	chr11	47429734	47430346	613
CpG:_50	chr11	47447705	47448257	553
CpG:_87	chr11	47573912	47574899	988
CpG:_87	chr11	47586849	47587608	760
CpG:_69	chr11	47600130	47600927	798
CpG:_161	chr11	47611139	47612438	1300
CpG:_30	chr11	47615711	47616055	345
CpG:_75	chr11	47663578	47664331	754
CpG:_34	chr11	47736740	47737106	367
CpG:_96	chr11	47788201	47789022	822
CpG:_58	chr11	47869794	47870356	563
CpG:_170	chr11	48001605	48003170	1566
CpG:_17	chr11	48901698	48901915	218
CpG:_85	chr11	48921726	48922742	1017
CpG:_25	chr11	48990177	48990485	309
CpG:_84	chr11	49069721	49070722	1002
CpG:_35	chr11	49071438	49071764	327
CpG:_17	chr11	49123970	49124178	209
CpG:_38	chr11	49229718	49230040	323
CpG:_48	chr11	49455936	49456211	276
CpG:_25	chr11	49839281	49839568	288
CpG:_30	chr11	49872067	49872440	374
CpG:_90	chr11	49873118	49874152	1035
CpG:_86	chr11	49913320	49914335	1016
CpG:_33	chr11	49914944	49915372	429
CpG:_25	chr11	50227032	50227326	295
CpG:_18	chr11	50238009	50238222	214
CpG:_59	chr11	50257256	50257772	517
CpG:_94	chr11	55640069	55641085	1017
CpG:_33	chr11	55641711	55642120	410
CpG:_19	chr11	56947947	56948184	238
CpG:_90	chr11	57091615	57092831	1217
CpG:_66	chr11	57102842	57103430	589
CpG:_20	chr11	57117316	57117575	260
CpG:_36	chr11	57194341	57194650	310
CpG:_26	chr11	57225813	57226094	282
CpG:_159	chr11	57226767	57228707	1941
CpG:_26	chr11	57232314	57232573	260
CpG:_84	chr11	57243682	57244463	782
CpG:_76	chr11	57249947	57250848	902
CpG:_27	chr11	57267007	57267316	310
CpG:_134	chr11	57281672	57283305	1634
CpG:_60	chr11	57334972	57335486	515
CpG:_19	chr11	57414401	57414664	264
CpG:_36	chr11	57424938	57425262	325
CpG:_21	chr11	57434543	57434788	246
CpG:_123	chr11	57435205	57436146	942
CpG:_66	chr11	57479487	57480308	822
CpG:_72	chr11	57508731	57509569	839
CpG:_36	chr11	57520334	57520753	420
CpG:_138	chr11	58345674	58347321	1648
CpG:_40	chr11	58672852	58673288	437
CpG:_19	chr11	58731312	58731535	224
CpG:_49	chr11	58830064	58830739	676
CpG:_21	chr11	58869806	58870076	271
CpG:_49	chr11	58873890	58874486	597
CpG:_36	chr11	58910128	58910584	457
CpG:_87	chr11	58939047	58940308	1262
CpG:_17	chr11	58940831	58941052	222
CpG:_34	chr11	59328138	59328507	370
CpG:_22	chr11	59382688	59382929	242
CpG:_33	chr11	59383166	59383410	245
CpG:_89	chr11	59436202	59437232	1031
CpG:_70	chr11	59522426	59523303	878
CpG:_32	chr11	59578091	59578379	289
CpG:_31	chr11	59665580	59665857	278
CpG:_21	chr11	60282784	60283045	262
CpG:_24	chr11	60414667	60414919	253
CpG:_23	chr11	60534911	60535138	228
CpG:_41	chr11	60609393	60609786	394
CpG:_123	chr11	60619925	60621111	1187
CpG:_67	chr11	60673598	60674184	587
CpG:_79	chr11	60681553	60682268	716
CpG:_69	chr11	60691786	60692532	747
CpG:_55	chr11	60701683	60702219	537
CpG:_58	chr11	60718429	60718888	460
CpG:_100	chr11	60775037	60776307	1271
CpG:_79	chr11	60928561	60929262	702
CpG:_136	chr11	61061752	61063063	1312
CpG:_94	chr11	61100074	61100972	899
CpG:_17	chr11	61106711	61106927	217
CpG:_61	chr11	61129222	61129879	658
CpG:_44	chr11	61159837	61160285	449
CpG:_90	chr11	61196922	61197697	776
CpG:_174	chr11	61275826	61277329	1504
CpG:_22	chr11	61283865	61284147	283
CpG:_45	chr11	61322733	61323285	553
CpG:_30	chr11	61335113	61335340	228
CpG:_100	chr11	61347809	61349038	1230
CpG:_39	chr11	61355039	61355363	325
CpG:_71	chr11	61447600	61448273	674
CpG:_17	chr11	61488133	61488357	225
CpG:_45	chr11	61511042	61511584	543
CpG:_28	chr11	61519742	61519972	231
CpG:_60	chr11	61544728	61545563	836
CpG:_56	chr11	61559908	61560549	642
CpG:_191	chr11	61582574	61584728	2155
CpG:_151	chr11	61594997	61596710	1714
CpG:_103	chr11	61658570	61659592	1023
CpG:_85	chr11	61684592	61685216	625
CpG:_63	chr11	61722745	61723483	739
CpG:_105	chr11	61734761	61735932	1172
CpG:_45	chr11	61891199	61891726	528
CpG:_98	chr11	62104780	62105636	857
CpG:_28	chr11	62138622	62138873	252
CpG:_17	chr11	62211990	62212196	207
CpG:_100	chr11	62313283	62314314	1032
CpG:_28	chr11	62314762	62315054	293
CpG:_39	chr11	62341229	62341695	467
CpG:_72	chr11	62358814	62359674	861
CpG:_215	chr11	62368455	62370491	2037
CpG:_97	chr11	62379639	62380556	918
CpG:_40	chr11	62389338	62389791	454
CpG:_64	chr11	62413633	62414293	661
CpG:_43	chr11	62420545	62420924	380
CpG:_94	chr11	62432320	62433417	1098
CpG:_63	chr11	62439048	62439803	756
CpG:_55	chr11	62446039	62446613	575
CpG:_72	chr11	62455074	62455868	795
CpG:_59	chr11	62473454	62474156	703
CpG:_49	chr11	62476771	62477481	711
CpG:_108	chr11	62493995	62495127	1133
CpG:_39	chr11	62521371	62521962	592
CpG:_42	chr11	62528904	62529428	525
CpG:_27	chr11	62539002	62539322	321
CpG:_138	chr11	62554067	62555262	1196
CpG:_46	chr11	62559100	62559555	456
CpG:_52	chr11	62572711	62573149	439
CpG:_111	chr11	62598680	62600064	1385
CpG:_53	chr11	62606542	62607120	579
CpG:_47	chr11	62623360	62623877	518
CpG:_81	chr11	62648238	62649161	924
CpG:_44	chr11	62690975	62691488	514
CpG:_114	chr11	62693374	62694772	1399
CpG:_52	chr11	63258379	63258804	426
CpG:_83	chr11	63381144	63382096	953
CpG:_99	chr11	63438302	63439314	1013
CpG:_75	chr11	63448705	63449386	682
CpG:_171	chr11	63529889	63531834	1946
CpG:_21	chr11	63532454	63532700	247
CpG:_173	chr11	63535653	63537435	1783
CpG:_99	chr11	63580538	63581740	1203
CpG:_116	chr11	63606115	63607474	1360
CpG:_28	chr11	63676320	63676649	330
CpG:_17	chr11	63679404	63679638	235
CpG:_96	chr11	63683744	63684628	885
CpG:_44	chr11	63685490	63685968	479
CpG:_84	chr11	63706030	63706868	839
CpG:_61	chr11	63741901	63742614	714
CpG:_85	chr11	63753415	63754454	1040
CpG:_219	chr11	63766059	63768666	2608
CpG:_28	chr11	63775347	63775613	267
CpG:_89	chr11	63803376	63804365	990
CpG:_20	chr11	63852804	63853082	279
CpG:_86	chr11	63883856	63885182	1327
CpG:_17	chr11	63885582	63885788	207
CpG:_17	chr11	63887356	63887600	245
CpG:_121	chr11	63932991	63934070	1080
CpG:_131	chr11	63952678	63954228	1551
CpG:_18	chr11	63974830	63975048	219
CpG:_33	chr11	63993590	63993834	245
CpG:_58	chr11	63997663	63998412	750
CpG:_97	chr11	64001573	64002712	1140
CpG:_118	chr11	64008284	64009487	1204
CpG:_21	chr11	64009699	64009999	301
CpG:_145	chr11	64013773	64015341	1569
CpG:_81	chr11	64018436	64019377	942
CpG:_55	chr11	64025914	64026736	823
CpG:_18	chr11	64034861	64035066	206
CpG:_88	chr11	64036876	64037974	1099
CpG:_30	chr11	64038965	64039306	342
CpG:_106	chr11	64052608	64053652	1045
CpG:_19	chr11	64055168	64055388	221
CpG:_148	chr11	64058809	64060118	1310
CpG:_150	chr11	64066758	64068741	1984
CpG:_150	chr11	64072065	64073914	1850
CpG:_112	chr11	64084647	64086057	1411
CpG:_41	chr11	64109823	64110228	406
CpG:_23	chr11	64112328	64112607	280
CpG:_51	chr11	64126431	64126960	530
CpG:_48	chr11	64135816	64136381	566
CpG:_116	chr11	64136815	64138187	1373
CpG:_21	chr11	64216412	64216709	298
CpG:_23	chr11	64329521	64329825	305
CpG:_37	chr11	64335490	64335965	476
CpG:_73	chr11	64374819	64375766	948
CpG:_37	chr11	64397645	64398016	372
CpG:_39	chr11	64405452	64406006	555
CpG:_117	chr11	64409878	64411253	1376
CpG:_16	chr11	64428239	64428459	221
CpG:_52	chr11	64478844	64479598	755
CpG:_157	chr11	64480200	64481344	1145
CpG:_64	chr11	64490494	64491146	653
CpG:_297	chr11	64509434	64513826	4393
CpG:_56	chr11	64532937	64533763	827
CpG:_89	chr11	64545667	64546684	1018
CpG:_67	chr11	64570249	64570901	653
CpG:_90	chr11	64577278	64578349	1072
CpG:_56	chr11	64594522	64595266	745
CpG:_39	chr11	64596976	64597519	544
CpG:_83	chr11	64611715	64612634	920
CpG:_77	chr11	64621208	64622246	1039
CpG:_113	chr11	64645430	64646566	1137
CpG:_32	chr11	64662463	64662880	418
CpG:_31	chr11	64684600	64684826	227
CpG:_53	chr11	64692061	64692496	436
CpG:_70	chr11	64739011	64739750	740
CpG:_107	chr11	64781451	64782385	935
CpG:_44	chr11	64794833	64795362	530
CpG:_115	chr11	64808331	64809264	934
CpG:_51	chr11	64815041	64815722	682
CpG:_61	chr11	64851303	64851828	526
CpG:_31	chr11	64863699	64863980	282
CpG:_95	chr11	64875135	64876243	1109
CpG:_118	chr11	64879047	64880413	1367
CpG:_142	chr11	64884116	64885448	1333
CpG:_70	chr11	64889137	64889931	795
CpG:_58	chr11	64901527	64902107	581
CpG:_38	chr11	64948716	64949060	345
CpG:_24	chr11	64951725	64952035	311
CpG:_26	chr11	64972186	64972404	219
CpG:_23	chr11	64993281	64993484	204
CpG:_81	chr11	65029041	65029926	886
CpG:_136	chr11	65081938	65083333	1396
CpG:_72	chr11	65101110	65101843	734
CpG:_79	chr11	65121939	65122712	774
CpG:_27	chr11	65123374	65123705	332
CpG:_77	chr11	65153727	65154606	880
CpG:_17	chr11	65172370	65172596	227
CpG:_81	chr11	65189464	65190295	832
CpG:_17	chr11	65190825	65191058	234
CpG:_26	chr11	65222491	65222750	260
CpG:_50	chr11	65244637	65245130	494
CpG:_26	chr11	65246337	65246591	255
CpG:_50	chr11	65264958	65265398	441
CpG:_51	chr11	65292572	65292940	369
CpG:_262	chr11	65305936	65308502	2567
CpG:_63	chr11	65313844	65314455	612
CpG:_49	chr11	65314913	65315476	564
CpG:_48	chr11	65321226	65321823	598
CpG:_89	chr11	65325082	65326209	1128
CpG:_112	chr11	65337214	65338474	1261
CpG:_44	chr11	65340118	65340483	366
CpG:_78	chr11	65341621	65342501	881
CpG:_64	chr11	65343330	65343849	520
CpG:_111	chr11	65352232	65353134	903
CpG:_114	chr11	65359293	65360328	1036
CpG:_42	chr11	65366865	65367254	390
